parcel_id,parcel_label,ArchiEmotional_emotional_expr_gt_control.nii,ArchiEmotional_emotional_face_gt_control.nii,ArchiStandard_audio_gt_baseline.nii,ArchiStandard_checkerboard_gt_baseline.nii,PreferenceFaces_face_gt_baseline.nii,RSVPLanguage_language_gt_baseline.nii,RSVPLanguage_sentence_complex_vs_pseudo.nii,RSVPLanguage_sentence_gt_word.nii
90,7Networks_LH_DorsAttn_PrCv_1,0.04410521912411087,0.0019741833002924858,-0.03683084247079093,-0.0865627344204062,-0.0007529236914467861,-0.02205163558402027,-0.07332604183680874,0.05630070991563494
91,7Networks_LH_DorsAttn_PrCv_2,-0.0855108873761483,-0.07347922955846621,-0.05508428645882645,0.015394155291700098,0.08399984984757178,0.023318862292314547,0.009617989142871883,-0.12596368005723305
92,7Networks_LH_SalVentAttn_ParOper_1,0.0171647171679357,-0.03451219291215943,-0.03960267269903511,0.02759392048270053,-0.12188487806435942,-0.06498555299287137,-0.015408603943066437,0.0632768318395767
93,7Networks_LH_SalVentAttn_ParOper_2,0.0,0.0,-0.003035756302437276,-0.011954104316587598,0.0,0.0,0.0,0.0
94,7Networks_LH_SalVentAttn_ParOper_3,0.022149092333499716,-0.02252971803838456,0.020887167241594326,-0.10485042044732759,0.007379388460327709,-0.03145784716757517,-0.03699649803971172,0.015504206925945938
95,7Networks_LH_SalVentAttn_ParOper_4,0.0,0.0,-0.026631853357752304,-0.02073385959403698,0.0,0.0,0.0,0.0
96,7Networks_LH_SalVentAttn_TempOcc_1,0.0,0.0,-0.01870662886605565,0.0026865524187802995,0.0,0.0,0.0,0.0
97,7Networks_LH_SalVentAttn_FrOperIns_1,-0.0037916330788902997,-0.017858312343163617,-0.005115104009746574,0.03923873956773605,0.003248400054872036,-0.01681230586136735,-0.013281516700953944,0.1033949895529986
98,7Networks_LH_SalVentAttn_FrOperIns_2,0.04271615549999945,0.00038873181504820234,0.002842579225776095,0.0727401569519148,-0.00218148031939594,-0.023667822537536527,0.035128258951572254,0.0992910870779965
99,7Networks_LH_SalVentAttn_FrOperIns_3,0.010251491814259734,-0.016454372355395045,-0.015472381802648405,-0.10636153320583383,0.0,-0.0005482646944369468,0.0334123666318627,-0.03028455806366749
100,7Networks_LH_SalVentAttn_FrOperIns_4,0.06338363360534881,-0.02590513862127358,-0.023910111196144012,0.08678256226579525,0.004633977139388329,0.060041319105385155,0.03125197167875586,-0.040051016477789254
101,7Networks_LH_SalVentAttn_FrOperIns_5,-0.020222691247474445,-0.034130190548284284,-0.008369805195266701,0.01375631491470996,0.0,-0.032601669008512836,-0.020156543693694236,0.006757965365328724
102,7Networks_LH_SalVentAttn_FrOperIns_6,-0.0035078375825179802,-0.015424740704024447,0.028355008402387697,0.04697496427623872,0.0,-0.056559390495113174,-0.08159528393568702,-0.038895857043206784
